기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
20243,A,골목상권,3110287,정릉3동주민센터,115,72,43,0,17,34,29,22,13,0,8,20,18,15,11,0,9,14,11,7,2
20243,A,골목상권,3110288,동구여중,1269,967,302,0,166,312,369,366,56,0,92,218,292,326,39,0,74,94,77,40,17
20243,A,골목상권,3110289,북한산보국문역 2번,43,41,2,0,3,16,13,9,2,0,3,14,13,9,2,0,0,2,0,0,0
20243,A,골목상권,3110290,북한산보국문역 1번,164,102,62,0,10,24,41,53,36,0,2,12,27,36,25,0,8,12,14,17,11
20243,A,골목상권,3110291,한성대입구역 3번,435,217,218,0,41,106,140,111,37,0,10,43,67,73,24,0,31,63,73,38,13
20243,A,골목상권,3110292,정릉역 2번,138,58,80,0,22,34,38,31,13,0,3,13,15,14,13,0,19,21,23,17,0
20243,A,골목상권,3110293,삼선중학교,5155,3924,1231,0,673,1264,1496,1496,226,0,371,886,1183,1328,156,0,302,378,313,168,70
20243,A,골목상권,3110294,서경대학교,432,236,196,0,38,84,116,129,65,0,4,37,62,81,52,0,34,47,54,48,13
20243,A,골목상권,3110295,정릉우체국,372,154,218,0,54,93,103,87,35,0,3,36,41,41,33,0,51,57,62,46,2
20243,A,골목상권,3110296,성신여대입구역 4번,630,360,270,1,91,146,182,130,80,0,37,80,114,86,43,1,54,66,68,44,37
20243,A,골목상권,3110297,경동고등학교,856,510,346,0,85,227,228,204,112,0,30,135,132,139,74,0,55,92,96,65,38
20243,A,골목상권,3110298,솔숲어린이공원,95,54,41,0,8,18,22,29,18,0,0,7,11,18,18,0,8,11,11,11,0
20243,A,골목상권,3110299,정릉역 1번,503,269,234,0,71,108,114,130,80,0,9,43,58,81,78,0,62,65,56,49,2
20243,A,골목상권,3110300,삼선동주민센터,956,500,456,0,113,218,249,242,134,0,37,100,128,147,88,0,76,118,121,95,46
20243,A,골목상권,3110301,성신여대입구역 7번,436,221,215,0,58,91,101,109,77,0,19,41,52,61,48,0,39,50,49,48,29
20243,A,골목상권,3110302,보문역 8번,754,566,188,0,72,224,158,158,142,0,39,177,126,126,98,0,33,47,32,32,44
20243,A,골목상권,3110303,성신여대입구역 1번,384,187,197,0,46,83,91,98,66,0,12,35,43,54,43,0,34,48,48,44,23
20243,A,골목상권,3110304,보문역 4번,560,415,145,0,54,166,127,118,95,0,29,127,96,94,69,0,25,39,31,24,26
20243,A,골목상권,3110305,보문역 5번,937,698,239,0,92,276,208,198,163,0,50,213,159,158,118,0,42,63,49,40,45
20243,A,골목상권,3110306,미아초등학교,911,443,468,60,318,224,155,99,55,24,137,118,77,45,42,36,181,106,78,54,13
20243,A,골목상권,3110307,길음역 7번,2145,1048,1097,140,751,529,359,234,132,57,324,279,177,108,103,83,427,250,182,126,29
20243,A,골목상권,3110308,길음역 8번,57,20,37,0,2,11,17,21,6,0,0,3,8,6,3,0,2,8,9,15,3
20243,A,골목상권,3110309,대광초등학교,261,176,85,0,32,70,77,58,24,0,16,44,50,43,23,0,16,26,27,15,1
20243,A,골목상권,3110310,길음역 10번,44,19,25,0,8,12,11,10,3,0,2,5,6,4,2,0,6,7,5,6,1
20243,A,골목상권,3110311,종암아이파크2차후문,93,49,44,0,8,24,33,27,1,0,3,9,15,21,1,0,5,15,18,6,0
20243,A,골목상권,3110312,안암역 2번,1127,750,377,0,149,300,322,250,106,0,76,189,209,182,94,0,73,111,113,68,12
20243,A,골목상권,3110313,안암역 3번,470,313,157,0,58,129,140,105,38,0,29,81,90,76,37,0,29,48,50,29,1
20243,A,골목상권,3110314,종암경찰서,3164,1663,1501,0,277,800,1116,901,70,0,120,295,510,696,42,0,157,505,606,205,28
20243,A,골목상권,3110315,종암아이파크2차,2951,1560,1391,0,257,749,1039,841,65,0,111,279,475,655,40,0,146,470,564,186,25
20243,A,골목상권,3110316,숭곡초등학교,837,524,313,0,29,101,172,187,348,0,3,50,89,123,259,0,26,51,83,64,89
20243,A,골목상권,3110317,종암중학교,1251,659,592,0,107,318,441,358,27,0,47,117,202,277,16,0,60,201,239,81,11
20243,A,골목상권,3110318,KT월곡지사,341,211,130,0,17,40,72,73,139,0,2,20,37,50,102,0,15,20,35,23,37
20243,A,골목상권,3110319,종암동주민센터,2537,1340,1197,0,223,646,894,719,55,0,99,240,409,558,34,0,124,406,485,161,21
20243,A,골목상권,3110320,KB국민은행 종암동지점,2171,1143,1028,0,190,549,766,618,48,0,82,203,350,479,29,0,108,346,416,139,19
20243,A,골목상권,3110321,동덕여대,20,12,8,0,1,2,4,5,8,0,0,1,2,3,6,0,1,1,2,2,2
20243,A,골목상권,3110322,장위1동주민센터,148,80,68,0,26,32,38,31,21,0,12,19,19,15,15,0,14,13,19,16,6
20243,A,골목상권,3110323,상월곡역 1번,643,407,236,0,104,184,157,114,84,0,52,119,94,68,74,0,52,65,63,46,10
20243,A,골목상권,3110324,월곡역 4번,194,122,72,0,32,54,47,35,26,0,16,35,28,20,23,0,16,19,19,15,3
20243,A,골목상권,3110325,장곡초등학교,148,81,67,0,26,33,40,31,18,0,13,20,20,14,14,0,13,13,20,17,4
20243,A,골목상권,3110326,장위동성당,41,24,17,0,6,9,11,9,6,0,3,5,6,5,5,0,3,4,5,4,1
20243,A,골목상권,3110327,상월곡역 2번,289,192,97,0,28,74,76,60,51,0,14,46,44,40,48,0,14,28,32,20,3
20243,A,골목상권,3110328,상월곡역 3번,967,623,344,0,134,252,228,174,179,0,67,164,137,107,148,0,67,88,91,67,31
20243,A,골목상권,3110329,우리은행체육관,214,138,76,0,19,38,52,59,46,0,4,20,30,39,45,0,15,18,22,20,1
20243,A,골목상권,3110330,돌곶이역 1번,264,176,88,0,4,44,75,72,69,0,0,22,44,48,62,0,4,22,31,24,7
20243,A,골목상권,3110331,돌곶이역 8번,438,318,120,0,15,57,81,94,191,0,7,41,49,63,158,0,8,16,32,31,33
20243,A,골목상권,3110332,돌곶이역 3번,192,121,71,0,14,33,51,50,44,0,3,17,29,31,41,0,11,16,22,19,3
20243,A,골목상권,3110333,돌곶이역 5번,193,143,50,0,2,23,35,42,91,0,1,16,21,28,77,0,1,7,14,14,14
20243,A,골목상권,3110334,석관중앙교회,107,86,21,0,0,10,18,22,57,0,0,9,11,16,50,0,0,1,7,6,7
20243,A,골목상권,3110335,석계역 7번,304,225,79,0,7,40,55,65,137,0,3,28,34,45,115,0,4,12,21,20,22
20243,A,골목상권,3110336,석관고등학교,178,131,47,0,6,20,34,39,79,0,3,15,21,27,65,0,3,5,13,12,14
20243,A,골목상권,3110337,아카데미하우스,409,257,152,0,10,29,63,106,201,0,0,14,36,72,135,0,10,15,27,34,66
20243,A,골목상권,3110338,인수초등학교,84,50,34,0,7,16,23,25,13,0,2,9,14,15,10,0,5,7,9,10,3
20243,A,골목상권,3110339,국립4.19민주묘지,41,25,16,0,1,3,6,10,21,0,0,1,3,7,14,0,1,2,3,3,7
20243,A,골목상권,3110340,인수중학교,147,89,58,0,10,25,40,45,27,0,1,14,25,28,21,0,9,11,15,17,6
20243,A,골목상권,3110341,북한산우이역 2번,295,186,109,0,7,18,40,75,155,0,0,7,22,53,104,0,7,11,18,22,51
20243,A,골목상권,3110342,국립재활원,83,53,30,0,4,15,23,29,12,0,1,9,14,19,10,0,3,6,9,10,2
20243,A,골목상권,3110343,무너미어린이공원,184,115,69,0,10,31,43,56,44,0,2,18,27,35,33,0,8,13,16,21,11
20243,A,골목상권,3110344,화계중학교,46,21,25,0,2,7,13,16,8,0,0,2,5,7,7,0,2,5,8,9,1
20243,A,골목상권,3110345,솔밭공원역 2번,303,192,111,0,6,16,43,80,158,0,0,7,25,56,104,0,6,9,18,24,54
20243,A,골목상권,3110346,4.19민주묘지역 2번,164,107,57,0,4,8,21,42,89,0,0,4,12,30,61,0,4,4,9,12,28
20243,A,골목상권,3110347,구세군강북종합사회복지관,5,3,2,0,0,1,2,1,1,0,0,0,1,1,1,0,0,1,1,0,0
20243,A,골목상권,3110348,강북문화예술회관,319,195,124,0,26,61,89,100,43,0,5,34,59,61,36,0,21,27,30,39,7
20243,A,골목상권,3110349,화계역 2번,11,6,5,0,0,1,4,4,2,0,0,0,2,2,2,0,0,1,2,2,0
20243,A,골목상권,3110350,가오리역 2번,143,87,56,0,13,26,41,43,20,0,3,15,26,27,16,0,10,11,15,16,4
20243,A,골목상권,3110351,수유북부시장옆,346,210,136,0,24,70,92,107,53,0,5,41,57,63,44,0,19,29,35,44,9
20243,A,골목상권,3110352,수유1동주민센터,233,108,125,0,12,38,69,78,36,0,0,12,28,35,33,0,12,26,41,43,3
20243,A,골목상권,3110353,수유동우체국,267,148,119,0,3,8,54,86,116,0,0,5,36,61,46,0,3,3,18,25,70
20243,A,골목상권,3110354,삼각산119안전센터,126,68,58,0,22,35,43,18,8,0,8,20,23,9,8,0,14,15,20,9,0
20243,A,골목상권,3110355,삼양사거리역 2번,33,24,9,0,2,4,7,10,10,0,0,2,4,8,10,0,2,2,3,2,0
20243,A,골목상권,3110356,덕수교,216,115,101,0,5,9,46,68,88,0,0,3,28,46,38,0,5,6,18,22,50
20243,A,골목상권,3110357,가오리역 1번,233,127,106,0,2,5,49,75,102,0,0,3,32,51,41,0,2,2,17,24,61
20243,A,골목상권,3110358,인수동 우편취급국,474,283,191,0,35,97,129,144,69,0,9,54,79,85,56,0,26,43,50,59,13
20243,A,골목상권,3110359,수유시장옆,154,81,73,0,8,40,43,45,18,0,2,16,19,29,15,0,6,24,24,16,3
20243,A,골목상권,3110360,수유초등학교,304,134,170,0,16,47,90,104,47,0,0,14,35,45,40,0,16,33,55,59,7
20243,A,골목상권,3110361,삼양사거리역 1번,35,21,14,0,0,4,6,10,15,0,0,1,3,7,10,0,0,3,3,3,5
20243,A,골목상권,3110362,우이천 계성교,331,183,148,0,2,8,67,110,144,0,0,5,43,77,58,0,2,3,24,33,86
20243,A,골목상권,3110363,송천동주민센터,23,13,10,0,0,2,5,8,8,0,0,1,2,5,5,0,0,1,3,3,3
20243,A,골목상권,3110364,미아역 8번,631,369,262,0,42,112,195,193,89,0,12,55,112,121,69,0,30,57,83,72,20
20243,A,골목상권,3110365,미아역 5번,236,145,91,0,11,43,75,74,33,0,2,21,46,48,28,0,9,22,29,26,5
20243,A,골목상권,3110366,광산사거리,102,52,50,0,7,26,30,30,9,0,1,10,14,20,7,0,6,16,16,10,2
20243,A,골목상권,3110367,강북구청,374,192,182,0,32,92,102,104,44,0,7,38,48,66,33,0,25,54,54,38,11
20243,A,골목상권,3110368,송천초등학교,20,14,6,0,0,0,1,8,11,0,0,0,0,7,7,0,0,0,1,1,4
20243,A,골목상권,3110369,성신여대운정그린캠퍼스,1611,908,703,0,127,272,495,489,228,0,41,134,269,299,165,0,86,138,226,190,63
20243,A,골목상권,3110370,도봉세무서,199,108,91,0,2,21,36,61,79,0,0,7,15,40,46,0,2,14,21,21,33
20243,A,골목상권,3110371,삼양입구사거리,38,21,17,0,0,0,4,13,21,0,0,0,0,10,11,0,0,0,4,3,10
20243,A,골목상권,3110372,강북중학교,162,85,77,0,8,44,46,47,17,0,2,19,21,28,15,0,6,25,25,19,2
20243,A,골목상권,3110373,수유역 2번,206,133,73,0,21,41,39,60,45,0,8,28,26,43,28,0,13,13,13,17,17
20243,A,골목상권,3110374,송중초등학교,219,107,112,0,9,31,73,65,41,0,1,10,31,31,34,0,8,21,42,34,7
20243,A,골목상권,3110375,서울북부고용노동지청,796,377,419,0,98,96,229,254,119,0,37,52,98,122,68,0,61,44,131,132,51
20243,A,골목상권,3110376,수송초등학교,203,131,72,0,16,42,39,61,45,0,6,28,25,44,28,0,10,14,14,17,17
20243,A,골목상권,3110377,미아사거리역 3번,44,23,21,0,1,5,15,15,8,0,0,1,7,7,8,0,1,4,8,8,0
20243,A,골목상권,3110378,송중동주민센터,67,32,35,0,4,10,22,19,12,0,0,4,9,9,10,0,4,6,13,10,2
20243,A,골목상권,3110379,KT&G 북부지사,26,19,7,0,2,5,5,8,6,0,1,4,4,6,4,0,1,1,1,2,2
20243,A,골목상권,3110380,강북문화정보도서관,69,33,36,0,7,7,20,24,11,0,2,4,8,12,7,0,5,3,12,12,4
20243,A,골목상권,3110381,번동주공2단지,511,281,230,0,52,83,125,148,103,0,19,40,70,82,70,0,33,43,55,66,33
20243,A,골목상권,3110382,솔밭공원역 1번,126,61,65,0,10,20,37,39,20,0,0,6,15,20,20,0,10,14,22,19,0
20243,A,골목상권,3110383,덕성여대시반거리,159,76,83,0,13,26,46,49,25,0,0,8,18,25,25,0,13,18,28,24,0
20243,A,골목상권,3110384,문이교,19,9,10,0,2,3,5,6,3,0,0,1,2,3,3,0,2,2,3,3,0
20243,A,골목상권,3110385,효문고등학교,32,16,16,0,2,3,9,12,6,0,0,1,3,6,6,0,2,2,6,6,0
20243,A,골목상권,3110386,연산군묘,144,87,57,0,25,33,34,33,19,0,16,19,22,16,14,0,9,14,12,17,5
20243,A,골목상권,3110387,쌍문초등학교,234,114,120,0,19,35,68,73,39,0,0,13,23,39,39,0,19,22,45,34,0
20243,A,골목상권,3110388,도봉우체국,89,39,50,0,19,21,25,22,2,0,2,8,13,14,2,0,17,13,12,8,0
20243,A,골목상권,3110389,한일병원,151,68,83,0,32,36,38,37,8,0,5,17,19,20,7,0,27,19,19,17,1
20243,A,골목상권,3110390,방학초등학교,512,292,220,0,74,116,121,117,84,0,46,65,72,57,52,0,28,51,49,60,32
20243,A,골목상권,3110391,샘말어린이공원,74,36,38,0,0,18,18,18,20,0,0,9,9,9,9,0,0,9,9,9,11
20243,A,골목상권,3110392,발바닥공원,175,92,83,0,16,40,52,47,20,0,3,19,26,26,18,0,13,21,26,21,2
20243,A,골목상권,3110393,국민은행방학지점,361,217,144,0,63,82,85,83,48,0,40,47,54,40,36,0,23,35,31,43,12
20243,A,골목상권,3110394,방학중학교,136,64,72,0,1,30,36,30,39,0,0,15,17,15,17,0,1,15,19,15,22
20243,A,골목상권,3110395,신한은행 방학동지점,405,232,173,0,40,89,99,121,56,0,22,50,50,69,41,0,18,39,49,52,15
20243,A,골목상권,3110396,쌍문역1번(쌍리단길),388,174,214,0,51,79,107,110,41,0,17,31,47,51,28,0,34,48,60,59,13
20243,A,골목상권,3110397,도봉산입구,414,295,119,0,1,29,105,167,112,0,0,15,61,121,98,0,1,14,44,46,14
20243,A,골목상권,3110398,쌍문2동우체국,450,260,190,0,41,77,110,139,83,0,5,36,57,90,72,0,36,41,53,49,11
20243,A,골목상권,3110399,창2동주민센터,544,325,219,0,59,128,155,132,70,0,26,82,87,68,62,0,33,46,68,64,8
20243,A,골목상권,3110400,도봉구보건소,253,146,107,0,24,43,65,77,44,0,4,20,34,48,40,0,20,23,31,29,4
20243,A,골목상권,3110401,도봉구민회관,590,375,215,0,68,133,145,125,119,0,35,92,98,69,81,0,33,41,47,56,38
20243,A,골목상권,3110402,도봉구 정병원,635,373,262,0,63,132,157,195,88,0,28,75,82,116,72,0,35,57,75,79,16
20243,A,골목상권,3110403,방학1동주민센터,2078,1211,867,0,203,464,512,624,275,0,111,268,268,354,210,0,92,196,244,270,65
20243,A,골목상권,3110404,신창초등학교,421,234,187,0,6,81,184,134,16,0,0,51,113,54,16,0,6,30,71,80,0
20243,A,골목상권,3110405,방학역 1번,1662,979,683,0,155,352,410,511,234,0,85,203,214,297,180,0,70,149,196,214,54
20243,A,골목상권,3110406,도봉산역 1번,319,230,89,0,1,26,79,126,87,0,0,15,47,93,75,0,1,11,32,33,12
20243,A,골목상권,3110407,도봉역 2번,418,299,119,0,0,30,108,166,114,0,0,17,63,120,99,0,0,13,45,46,15
20243,A,골목상권,3110408,가인초등학교,768,487,281,0,88,170,190,165,155,0,45,118,128,91,105,0,43,52,62,74,50
20243,A,골목상권,3110409,창동역 2번,901,570,331,0,106,200,220,193,182,0,54,138,149,106,123,0,52,62,71,87,59
20243,A,골목상권,3110410,방학역 2번,1509,890,619,0,136,314,360,445,254,0,72,179,189,257,193,0,64,135,171,188,61
20243,A,골목상권,3110411,도봉역 3번,223,145,78,0,8,24,37,57,97,0,2,12,21,38,72,0,6,12,16,19,25
20243,A,골목상권,3110412,창동중학교,191,111,80,0,19,41,46,59,26,0,10,23,24,34,20,0,9,18,22,25,6
20243,A,골목상권,3110413,누원고등학교,139,88,51,0,6,16,24,36,57,0,2,8,13,23,42,0,4,8,11,13,15
20243,A,골목상권,3110414,장석교회,148,81,67,0,24,35,38,29,22,0,11,21,19,15,15,0,13,14,19,14,7
20243,A,골목상권,3110415,수락산역 4번,1855,1174,681,0,218,386,443,471,337,0,129,257,289,292,207,0,89,129,154,179,130
20243,A,골목상권,3110416,노원초등학교,615,388,227,0,72,129,147,154,113,0,43,86,94,95,70,0,29,43,53,59,43
20243,A,골목상권,3110417,월계역 3번,21,10,11,0,2,5,6,6,2,0,0,2,3,3,2,0,2,3,3,3,0
20243,A,골목상권,3110418,광운대학교 남단,159,89,70,0,23,36,40,35,25,0,8,20,21,19,21,0,15,16,19,16,4
20243,A,골목상권,3110419,수락산디자인거리,959,607,352,0,108,199,230,248,174,0,64,135,149,151,108,0,44,64,81,97,66
20243,A,골목상권,3110420,광운대역 1번,198,107,91,0,33,47,50,39,29,0,15,28,25,20,19,0,18,19,25,19,10
20243,A,골목상권,3110421,석계역 1번,359,194,165,0,57,86,94,70,52,0,26,51,47,35,35,0,31,35,47,35,17
20243,A,골목상권,3110422,노원역 9번,57,28,29,0,6,9,15,15,12,0,1,6,7,7,7,0,5,3,8,8,5
20243,A,골목상권,3110423,석계역 2번,161,86,75,0,22,36,44,36,23,0,10,21,22,18,15,0,12,15,22,18,8
20243,A,골목상권,3110424,상계초등학교,134,63,71,0,14,21,36,37,26,0,3,13,16,16,15,0,11,8,20,21,11
20243,A,골목상권,3110425,계상초등학교,231,117,114,0,4,15,47,67,98,0,1,10,19,30,57,0,3,5,28,37,41
20243,A,골목상권,3110426,상계2동주민센터,206,99,107,0,21,38,53,53,41,0,3,22,25,25,24,0,18,16,28,28,17
20243,A,골목상권,3110427,노원 을지대학교병원,112,71,41,0,12,24,28,32,16,0,6,14,17,22,12,0,6,10,11,10,4
20243,A,골목상권,3110428,상계5동주민센터,357,180,177,0,1,11,60,105,180,0,0,9,23,45,103,0,1,2,37,60,77
20243,A,골목상권,3110429,공릉동 국수거리,5671,3063,2608,0,606,867,1234,1567,1397,0,275,471,613,814,890,0,331,396,621,753,507
20243,A,골목상권,3110430,중계초등학교,202,111,91,0,19,42,48,54,39,0,7,20,25,29,30,0,12,22,23,25,9
20243,A,골목상권,3110431,상계역,574,314,260,0,56,117,135,152,114,0,20,56,71,81,86,0,36,61,64,71,28
20243,A,골목상권,3110432,대진고등학교,327,205,122,0,38,69,81,95,44,0,17,40,47,66,35,0,21,29,34,29,9
20243,A,골목상권,3110433,공릉역 2번,1608,870,738,0,171,243,353,444,397,0,77,132,175,232,254,0,94,111,178,212,143
20243,A,골목상권,3110434,태릉입구역 4번,681,369,312,0,71,105,148,189,168,0,33,56,74,99,107,0,38,49,74,90,61
20243,A,골목상권,3110435,서울과학기술대,206,96,110,0,34,52,50,48,22,0,10,24,24,24,14,0,24,28,26,24,8
20243,A,골목상권,3110436,상계제일중학교,247,140,107,0,21,51,58,68,49,0,8,25,31,37,39,0,13,26,27,31,10
20243,A,골목상권,3110437,당고개역 2번,210,155,55,0,4,10,57,90,49,0,0,5,36,69,45,0,4,5,21,21,4
20243,A,골목상권,3110438,경춘선숲길 우측,1346,622,724,0,224,339,329,316,138,0,68,154,154,156,90,0,156,185,175,160,48
20243,A,골목상권,3110439,당고개역 5번,113,88,25,0,1,2,33,51,26,0,0,1,22,40,25,0,1,1,11,11,1
20243,A,골목상권,3110440,상계3동4동주민센터,96,73,23,0,2,6,25,38,25,0,0,3,17,30,23,0,2,3,8,8,2
20243,A,골목상권,3110441,영신여고,120,57,63,0,11,24,31,38,16,0,5,12,14,16,10,0,6,12,17,22,6
20243,A,골목상권,3110442,화랑대철도공원,510,235,275,0,84,128,125,119,54,0,25,58,58,59,35,0,59,70,67,60,19
20243,A,골목상권,3110443,수색역 1번,32,21,11,0,4,9,8,6,5,0,2,6,5,4,4,0,2,3,3,2,1
20243,A,골목상권,3110444,수색성당,311,199,112,0,40,83,84,72,32,0,18,54,55,47,25,0,22,29,29,25,7
20243,A,골목상권,3110445,덕산중학교,40,23,17,0,1,8,10,13,8,0,0,4,6,6,7,0,1,4,4,7,1
20243,A,골목상권,3110446,내를건너서숲으로도서관,231,168,63,0,21,47,61,60,42,0,19,32,35,41,41,0,2,15,26,19,1
20243,A,골목상권,3110447,구산초등학교,45,23,22,0,3,6,11,19,6,0,1,2,4,12,4,0,2,4,7,7,2
20243,A,골목상권,3110448,상신초등학교입구,81,60,21,0,7,16,23,21,14,0,6,12,13,15,14,0,1,4,10,6,0
20243,A,골목상권,3110449,증산역 3번,878,572,306,0,113,236,239,204,86,0,51,156,157,138,70,0,62,80,82,66,16
20243,A,골목상권,3110450,시립서북병원,692,344,348,0,100,138,175,180,99,0,34,62,84,95,69,0,66,76,91,85,30
20243,A,골목상권,3110451,증산역 4번,487,325,162,0,61,133,137,112,44,0,28,90,91,77,39,0,33,43,46,35,5
20243,A,골목상권,3110452,새절역 3번,531,384,147,0,56,112,142,133,88,0,43,79,85,91,86,0,13,33,57,42,2
20243,A,골목상권,3110453,신사1동주민센터,701,375,326,0,63,150,165,180,143,0,22,73,92,86,102,0,41,77,73,94,41
20243,A,골목상권,3110454,선정중학교,176,91,85,0,14,36,46,50,30,0,6,20,22,22,21,0,8,16,24,28,9
20243,A,골목상권,3110455,역촌노인복지관,420,204,216,0,64,84,111,99,62,0,21,38,54,47,44,0,43,46,57,52,18
20243,A,골목상권,3110456,구산보건지소,543,280,263,0,72,103,130,157,81,0,28,47,60,92,53,0,44,56,70,65,28
20243,A,골목상권,3110457,예일여고,373,202,171,0,42,69,82,124,56,0,17,31,39,78,37,0,25,38,43,46,19
20243,A,골목상권,3110458,선일여고,316,158,158,0,31,67,86,83,49,0,11,35,41,39,32,0,20,32,45,44,17
20243,A,골목상권,3110459,응암역 2번,475,229,246,0,71,97,125,112,70,0,24,44,60,53,48,0,47,53,65,59,22
20243,A,골목상권,3110460,구산역 4번,742,385,357,0,68,147,201,202,124,0,31,84,97,88,85,0,37,63,104,114,39
20243,A,골목상권,3110461,새절역 2번,58,28,30,0,4,14,18,15,7,0,1,7,9,6,5,0,3,7,9,9,2
20243,A,골목상권,3110462,갈현건영아파트,236,119,117,0,37,56,58,54,31,0,13,29,29,27,21,0,24,27,29,27,10
20243,A,골목상권,3110463,응암3동주민센터,113,53,60,0,8,26,38,30,11,0,1,13,18,12,9,0,7,13,20,18,2
20243,A,골목상권,3110464,연신내역 5번,447,228,219,0,41,86,123,123,74,0,19,49,56,53,51,0,22,37,67,70,23
20243,A,골목상권,3110465,연신내역 7번,279,141,138,0,41,65,71,68,34,0,14,34,35,33,25,0,27,31,36,35,9
20243,A,골목상권,3110466,구산역 2번,208,98,110,0,35,40,56,51,26,0,13,16,27,24,18,0,22,24,29,27,8
20243,A,골목상권,3110467,은평요양병원,265,132,133,0,47,62,62,62,32,0,16,31,31,31,23,0,31,31,31,31,9
20243,A,골목상권,3110468,응암역 3번,1036,497,539,0,169,210,270,240,147,0,58,94,129,114,102,0,111,116,141,126,45
20243,A,골목상권,3110469,응암정보도서관,425,207,218,0,22,110,132,112,49,0,1,55,59,53,39,0,21,55,73,59,10
20243,A,골목상권,3110470,신진과학기술고등학교,102,56,46,0,7,17,27,26,25,0,2,8,14,13,19,0,5,9,13,13,6
20243,A,골목상권,3110471,응암동우체국,369,236,133,0,36,47,99,110,77,0,19,26,56,64,71,0,17,21,43,46,6
20243,A,골목상권,3110472,연신내역 4번,204,97,107,0,16,45,61,51,31,0,1,22,30,21,23,0,15,23,31,30,8
20243,A,골목상권,3110473,구산역 1번,219,110,109,0,19,50,62,55,33,0,3,25,30,25,27,0,16,25,32,30,6
20243,A,골목상권,3110474,세명컴퓨터고등학교,1577,753,824,0,61,225,271,345,675,0,13,114,111,141,374,0,48,111,160,204,301
20243,A,골목상권,3110475,백련산해모로아파트,155,94,61,0,16,24,38,39,38,0,8,12,22,22,30,0,8,12,16,17,8
20243,A,골목상권,3110476,역촌역 2번,35,16,19,0,2,6,13,8,6,0,0,3,5,3,5,0,2,3,8,5,1
20243,A,골목상권,3110477,은평세무서,556,300,256,0,60,111,144,141,100,0,26,53,70,79,72,0,34,58,74,62,28
20243,A,골목상권,3110478,응암1동주민센터,220,122,98,0,21,36,51,50,62,0,8,18,26,25,45,0,13,18,25,25,17
20243,A,골목상권,3110479,연신내역 2번,2574,1233,1341,0,104,368,438,569,1095,0,25,188,180,234,606,0,79,180,258,335,489
20243,A,골목상권,3110480,연신내역 3번,252,107,145,0,36,59,70,58,29,0,13,25,29,25,15,0,23,34,41,33,14
20243,A,골목상권,3110481,불광역 7번,291,147,144,0,29,68,80,71,43,0,8,34,38,33,34,0,21,34,42,38,9
20243,A,골목상권,3110482,연신초등학교,652,311,341,0,26,93,112,144,277,0,6,48,45,59,153,0,20,45,67,85,124
20243,A,골목상권,3110483,연천초등학교,70,28,42,0,8,18,21,17,6,0,2,7,9,7,3,0,6,11,12,10,3
20243,A,골목상권,3110484,역촌역 3번,220,115,105,0,19,55,64,61,21,0,9,26,30,36,14,0,10,29,34,25,7
20243,A,골목상권,3110485,연신내우체국,1174,560,614,0,48,167,200,261,498,0,11,84,83,107,275,0,37,83,117,154,223
20243,A,골목상권,3110486,은평구청,1007,538,469,0,113,234,276,271,113,0,54,113,132,163,76,0,59,121,144,108,37
20243,A,골목상권,3110487,불광역 8번,379,163,216,0,51,92,104,88,44,0,18,40,45,38,22,0,33,52,59,50,22
20243,A,골목상권,3110488,우리은행응암동지점,227,127,100,0,21,41,53,51,61,0,9,20,28,26,44,0,12,21,25,25,17
20243,A,골목상권,3110489,불광역 3번,50,28,22,0,6,10,15,15,4,0,3,5,6,10,4,0,3,5,9,5,0
20243,A,골목상권,3110490,녹번동근린공원,221,118,103,0,23,53,63,59,23,0,11,25,30,36,16,0,12,28,33,23,7
20243,A,골목상권,3110491,불광중학교,383,182,201,0,14,57,67,85,160,0,2,30,27,35,88,0,12,27,40,50,72
20243,A,골목상권,3110492,하나고등학교,79,41,38,0,7,19,22,19,12,0,3,12,12,8,6,0,4,7,10,11,6
20243,A,골목상권,3110493,북가좌초등학교,136,116,20,0,0,3,13,30,90,0,0,1,6,22,87,0,0,2,7,8,3
20243,A,골목상권,3110494,증산3교남측,29,27,2,0,0,0,2,7,20,0,0,0,1,6,20,0,0,0,1,1,0
20243,A,골목상권,3110495,북가좌2동주민센터,557,283,274,0,74,110,129,147,97,0,13,56,75,78,61,0,61,54,54,69,36
20243,A,골목상권,3110496,모래내우체국,516,261,255,0,69,103,119,135,90,0,12,52,68,72,57,0,57,51,51,63,33
20243,A,골목상권,3110497,가좌역 3번,452,305,147,0,22,43,69,108,210,0,14,27,40,63,161,0,8,16,29,45,49
20243,A,골목상권,3110498,증산역 1번,152,75,77,0,14,35,43,38,22,0,2,18,22,18,15,0,12,17,21,20,7
